order_id,product_name,quantity,revenue,customer_age,region,purchase_date
1622,Bluetooth Speaker,7,10223.71,65,South,2025-09-13
1623,Wireless Headphones,2,2495.52,64,North,2025-09-14
1624,Mouse,6,6384.06,62,East,2025-09-15
1625,Wireless Headphones,7,8870.54,18,South,2025-09-16
1626,Smart Watch,10,14736.1,34,East,2025-09-17
1627,Tablet,10,9509.5,20,South,2025-09-18
1628,Laptop,2,1721.64,43,South,2025-09-19
1629,Bluetooth Speaker,2,1921.9,32,East,2025-09-20
1630,Smartphone,10,8223.8,53,West,2025-09-21
1631,Laptop,7,6796.16,49,South,2025-09-22
1633,Mouse,8,2933.92,21,East,2025-09-24
1636,Keyboard,9,3886.29,36,South,2025-09-27
1638,Smart Watch,9,7851.599999999999,69,South,2025-09-29
1639,Monitor,7,3230.85,52,West,2025-09-30
1640,Keyboard,9,11210.22,57,West,2025-10-01
1642,Bluetooth Speaker,8,3025.68,50,North,2025-10-03
1643,Wireless Headphones,8,8870.88,31,West,2025-10-04
1644,Smartphone,2,1836.54,51,East,2025-10-05
1646,Smart Watch,7,9254.0,41,South,2025-10-07
1647,External SSD,4,5288.12,46,North,2025-10-08
1648,Mouse,4,2116.36,36,West,2025-10-09
1649,Bluetooth Speaker,6,3261.54,23,West,2025-10-10
1650,Wireless Headphones,10,14840.9,50,West,2025-10-11
1651,Wireless Headphones,6,5747.76,66,West,2025-10-12
1652,Smartphone,10,8204.1,57,West,2025-10-13
1653,Mouse,3,3795.96,36,East,2025-10-14
1654,Laptop,9,4173.03,18,West,2025-10-15
1655,Wireless Headphones,10,6723.099999999999,22,East,2025-10-16
1657,Monitor,6,7165.68,33,West,2025-10-18
1658,Bluetooth Speaker,7,6169.52,23,West,2025-10-19
1659,Wireless Headphones,9,9047.7,57,North,2025-10-20
1660,Smart Watch,3,1247.5500000000002,30,South,2025-10-21
1661,Smart Watch,10,3693.3,65,West,2025-10-22
1662,Bluetooth Speaker,3,2274.42,52,West,2025-10-23
1663,Laptop,7,7836.29,36,South,2025-10-24
1664,Smart Watch,4,3246.4,29,East,2025-10-25
1666,Smart Watch,7,9165.8,60,North,2025-10-27
1668,Smart Watch,7,10051.65,42,North,2025-10-29
1670,External SSD,2,2113.9,48,West,2025-10-31
1671,Laptop,6,1015.2,21,West,2025-11-01
1672,Wireless Headphones,2,2740.96,61,North,2025-11-02
1673,Smart Watch,3,2170.29,40,South,2025-11-03
1674,Mouse,6,1496.46,19,South,2025-11-04
1675,Wireless Headphones,5,2720.9,39,West,2025-11-05
1676,Laptop,8,2312.0,68,East,2025-11-06
1677,Tablet,9,2676.06,54,South,2025-11-07
1678,Wireless Headphones,3,4274.28,25,West,2025-11-08
1679,Wireless Headphones,10,6956.1,24,South,2025-11-09
1680,Keyboard,3,3581.28,31,East,2025-11-10
1681,Smartphone,3,2932.29,20,West,2025-11-11
1682,Keyboard,6,6184.92,67,East,2025-11-12
1684,External SSD,7,2726.99,36,East,2025-11-14
1685,External SSD,1,1190.79,68,South,2025-11-15
1686,Smartphone,5,7288.049999999999,35,South,2025-11-16
1687,Bluetooth Speaker,10,4308.8,69,East,2025-11-17
1688,Bluetooth Speaker,8,3550.16,33,East,2025-11-18
1689,Laptop,4,2942.8,25,East,2025-11-19
1690,Smartphone,5,7382.849999999999,50,West,2025-11-20
1691,Wireless Headphones,4,1759.96,66,South,2025-11-21
1692,Bluetooth Speaker,4,2560.44,29,West,2025-11-22
1693,Smart Watch,8,10741.2,28,South,2025-11-23
1696,Monitor,3,2777.7,29,South,2025-11-26
1697,Smart Watch,9,12291.3,34,South,2025-11-27
1698,Smart Watch,4,1585.36,23,West,2025-11-28
1699,Smartphone,10,7309.8,50,West,2025-11-29
1700,Laptop,5,3515.85,22,South,2025-11-30
1701,Monitor,2,1471.62,45,West,2025-12-01
1702,Bluetooth Speaker,4,3810.6,31,East,2025-12-02
1703,Smartphone,2,1462.26,22,West,2025-12-03
1704,Bluetooth Speaker,2,1397.66,50,West,2025-12-04
1705,Smartphone,4,2950.88,67,West,2025-12-05
1706,Smartphone,6,5440.56,65,South,2025-12-06
1707,Smartphone,7,5800.62,58,East,2025-12-07
1708,Laptop,10,12885.0,36,North,2025-12-08
1710,Tablet,3,3774.93,22,East,2025-12-10
1711,Mouse,10,12736.9,19,East,2025-12-11
1712,Bluetooth Speaker,6,2778.7200000000003,47,East,2025-12-12
1713,Wireless Headphones,3,2163.42,64,South,2025-12-13
1714,Keyboard,2,1371.76,56,North,2025-12-14
1715,Monitor,8,2934.72,21,East,2025-12-15
1716,External SSD,5,3126.8,50,South,2025-12-16
1718,Wireless Headphones,3,1358.52,37,West,2025-12-18
1719,Smart Watch,10,12341.9,24,South,2025-12-19
1720,Tablet,8,3700.96,32,North,2025-12-20
1721,External SSD,4,4945.6,40,South,2025-12-21
1722,Keyboard,7,5745.740000000001,31,North,2025-12-22
1723,Wireless Headphones,10,13258.0,40,North,2025-12-23
1724,External SSD,2,1766.86,36,West,2025-12-24
1726,Tablet,5,5146.799999999999,37,East,2025-12-26
1728,Smart Watch,6,4220.22,41,West,2025-12-28
1729,Smartphone,9,12579.03,35,North,2025-12-29
1730,Bluetooth Speaker,6,1737.3000000000002,27,East,2025-12-30
1731,Smart Watch,8,4922.48,58,South,2025-12-31
1732,Smartphone,7,7758.099999999999,25,East,2026-01-01
1733,Laptop,9,11963.43,43,East,2026-01-02
1734,Mouse,4,4091.48,46,East,2026-01-03
1736,Monitor,7,7197.26,34,East,2026-01-05
1737,Bluetooth Speaker,6,2881.56,19,North,2026-01-06
1738,Keyboard,1,1091.72,23,North,2026-01-07
1739,Tablet,9,12900.15,22,West,2026-01-08
1740,Keyboard,9,9864.18,45,North,2026-01-09
1741,Tablet,2,2602.36,58,West,2026-01-10
1743,Mouse,5,5452.4,35,South,2026-01-12
1744,Laptop,5,6264.5,43,East,2026-01-13
1746,Smartphone,8,10510.56,58,South,2026-01-15
1747,External SSD,8,3377.68,66,North,2026-01-16
1748,Laptop,4,4058.68,44,West,2026-01-17
1749,Laptop,7,8473.57,66,North,2026-01-18
1750,Smart Watch,10,10108.6,29,East,2026-01-19
1752,Smartphone,6,5488.02,20,West,2026-01-21
1753,External SSD,10,8469.0,27,South,2026-01-22
1754,Bluetooth Speaker,10,13554.7,51,East,2026-01-23
1755,Smart Watch,9,5725.349999999999,42,West,2026-01-24
1757,Wireless Headphones,5,5686.4,33,North,2026-01-26
1758,Smart Watch,4,2593.52,19,East,2026-01-27
1759,Mouse,8,7894.72,41,West,2026-01-28
1761,Smartphone,9,12038.94,55,West,2026-01-30
1762,Wireless Headphones,6,5508.6,39,East,2026-01-31
1763,External SSD,4,3112.48,43,East,2026-02-01
1764,Mouse,9,2262.24,60,West,2026-02-02
1765,External SSD,5,1089.1,56,East,2026-02-03
1766,Mouse,5,1368.85,44,North,2026-02-04
1767,Mouse,5,1495.9,46,West,2026-02-05
1769,Keyboard,1,1124.42,55,West,2026-02-07
1770,Wireless Headphones,8,6547.92,37,North,2026-02-08
1771,External SSD,8,10016.64,44,North,2026-02-09
1772,Tablet,6,8923.98,58,North,2026-02-10
1773,Wireless Headphones,4,4956.08,37,North,2026-02-11
1774,Keyboard,2,2115.16,61,North,2026-02-12
1775,Wireless Headphones,2,1644.22,36,South,2026-02-13
1776,Laptop,9,6307.56,37,East,2026-02-14
1778,Keyboard,4,2516.32,64,North,2026-02-16
1779,Bluetooth Speaker,10,13697.0,19,West,2026-02-17
1780,External SSD,1,1221.63,47,South,2026-02-18
1781,Monitor,7,2542.89,51,South,2026-02-19
1782,Keyboard,3,2179.74,39,East,2026-02-20
1783,Smartphone,6,7405.5,20,South,2026-02-21
1785,Keyboard,5,3058.6000000000004,32,West,2026-02-23
1786,Laptop,5,6425.85,44,East,2026-02-24
1789,Monitor,3,2510.01,50,North,2026-02-27
1790,Smartphone,10,12995.3,49,West,2026-02-28
1791,External SSD,4,3623.64,65,East,2026-03-01
1792,Bluetooth Speaker,5,1890.5,23,South,2026-03-02
1793,Laptop,2,1214.3,58,East,2026-03-03
1794,Laptop,8,5621.44,53,South,2026-03-04
1795,Mouse,2,1779.88,19,West,2026-03-05
1796,Monitor,9,10359.54,46,West,2026-03-06
1798,External SSD,9,12060.0,18,South,2026-03-08
1800,Mouse,8,4692.64,43,West,2026-03-10
1802,Monitor,7,4338.67,27,North,2026-03-12
1803,Bluetooth Speaker,6,4874.58,32,South,2026-03-13
1804,External SSD,4,3167.76,39,South,2026-03-14
1805,Mouse,7,2031.12,68,West,2026-03-15
1806,Wireless Headphones,4,3945.28,65,South,2026-03-16
1808,Mouse,10,11547.6,39,North,2026-03-18
1809,Tablet,7,9958.41,53,South,2026-03-19
1810,External SSD,8,4341.28,51,West,2026-03-20
1811,Laptop,2,1600.0,47,East,2026-03-21
1812,Mouse,5,2997.1,42,West,2026-03-22
1814,Tablet,7,4266.639999999999,45,North,2026-03-24
1815,Bluetooth Speaker,8,9583.92,18,South,2026-03-25
1816,Smartphone,6,5485.08,66,South,2026-03-26
1818,Keyboard,6,7670.099999999999,21,East,2026-03-28
1819,Wireless Headphones,2,1640.14,24,South,2026-03-29
1820,Laptop,1,1270.5,66,East,2026-03-30
1821,External SSD,7,6239.240000000001,26,West,2026-03-31
1822,Mouse,7,6030.849999999999,53,East,2026-04-01
1823,Smart Watch,10,2026.3,36,West,2026-04-02
1824,Bluetooth Speaker,10,2926.7000000000003,18,North,2026-04-03
1825,Tablet,2,2918.88,27,East,2026-04-04
1827,Smartphone,1,1467.31,26,North,2026-04-06
1828,Keyboard,10,8212.7,62,East,2026-04-07
1829,Bluetooth Speaker,8,1975.12,63,North,2026-04-08
1830,Smart Watch,8,1551.92,59,South,2026-04-09
1832,Wireless Headphones,8,11137.36,49,North,2026-04-11
1833,Smart Watch,9,5854.68,23,East,2026-04-12
1834,Bluetooth Speaker,4,2493.52,65,North,2026-04-13
1837,Bluetooth Speaker,3,2272.14,27,North,2026-04-16
1838,Monitor,5,1192.85,67,South,2026-04-17
1839,Tablet,5,6307.25,44,West,2026-04-18
1840,Keyboard,9,5283.72,67,East,2026-04-19
1841,Monitor,10,5934.700000000001,52,East,2026-04-20
1842,Mouse,2,1474.62,69,South,2026-04-21
1843,Monitor,2,1387.98,38,West,2026-04-22
1844,Laptop,6,8955.24,42,North,2026-04-23
1845,Laptop,9,7567.2,45,North,2026-04-24
1847,Smart Watch,9,8369.73,32,South,2026-04-26
1848,Tablet,9,2428.2000000000003,21,South,2026-04-27
1850,Bluetooth Speaker,5,7287.9,26,West,2026-04-29
1851,Smartphone,9,10544.670000000002,44,West,2026-04-30
1852,Tablet,4,5884.64,43,North,2026-05-01
1853,Tablet,2,1485.84,36,North,2026-05-02
1854,Bluetooth Speaker,6,4930.62,45,South,2026-05-03
1855,Bluetooth Speaker,4,1176.36,34,West,2026-05-04
1856,Wireless Headphones,6,2448.12,60,North,2026-05-05
1857,Keyboard,3,3797.7,58,North,2026-05-06
1858,Bluetooth Speaker,6,3398.82,59,East,2026-05-07
1859,Laptop,2,2497.76,67,North,2026-05-08
1860,Mouse,2,2156.14,37,North,2026-05-09
1861,Smartphone,9,2762.1,62,West,2026-05-10
1862,Keyboard,7,5500.599999999999,57,South,2026-05-11
1863,External SSD,3,3096.63,56,West,2026-05-12
1865,Smart Watch,8,10036.0,40,East,2026-05-14
1866,Bluetooth Speaker,6,5040.0,64,North,2026-05-15
1867,External SSD,7,2027.2000000000005,49,East,2026-05-16
1868,Bluetooth Speaker,9,8057.97,69,South,2026-05-17
1869,Tablet,5,7497.95,64,West,2026-05-18
1871,Tablet,10,12343.0,63,East,2026-05-20
1872,Wireless Headphones,7,2454.2000000000003,22,South,2026-05-21
1873,Tablet,5,5922.3,60,East,2026-05-22
1874,Wireless Headphones,3,3345.42,65,East,2026-05-23
1875,Wireless Headphones,9,4371.389999999999,51,North,2026-05-24
1877,Bluetooth Speaker,1,1199.16,28,North,2026-05-26
1879,Tablet,3,3329.07,20,West,2026-05-28
1880,Laptop,6,1587.48,50,North,2026-05-29
1881,Wireless Headphones,10,12862.1,28,North,2026-05-30
1882,Bluetooth Speaker,3,3242.34,33,West,2026-05-31
1883,Smartphone,8,10920.56,35,East,2026-06-01
1884,Keyboard,10,2419.4,47,South,2026-06-02
1885,External SSD,2,1819.74,65,South,2026-06-03
1886,Smart Watch,9,8268.48,27,South,2026-06-04
1887,Monitor,3,1687.56,35,East,2026-06-05
1888,External SSD,5,3573.9,55,North,2026-06-06
1889,Smartphone,10,1050.6999999999998,36,South,2026-06-07
1890,Keyboard,8,9052.0,53,East,2026-06-08
1891,Smartphone,2,1693.04,30,North,2026-06-09
1893,Wireless Headphones,5,5185.5,20,South,2026-06-11
1894,Smart Watch,10,7268.3,27,North,2026-06-12
1896,Wireless Headphones,5,7279.650000000001,18,South,2026-06-14
1897,Mouse,2,2852.42,44,South,2026-06-15
1898,Keyboard,5,3968.55,63,North,2026-06-16
1900,Monitor,7,8009.400000000001,68,North,2026-06-18
1901,Laptop,6,4579.799999999999,63,South,2026-06-19
1903,Smart Watch,5,3812.8,34,West,2026-06-21
1904,Smartphone,7,5652.78,26,East,2026-06-22
1905,Smart Watch,7,6061.509999999999,23,North,2026-06-23
1906,Keyboard,5,3448.85,60,West,2026-06-24
1907,Mouse,9,8355.15,42,East,2026-06-25
1908,Smartphone,4,5528.68,56,West,2026-06-26
1909,Laptop,3,1725.87,66,East,2026-06-27
1910,Laptop,4,4409.16,45,North,2026-06-28
1911,Wireless Headphones,5,6734.8,50,West,2026-06-29
1912,Keyboard,6,4267.02,54,South,2026-06-30
1913,Bluetooth Speaker,3,2079.03,26,West,2026-07-01
1914,Keyboard,2,1846.14,35,East,2026-07-02
1915,Mouse,4,3630.16,38,North,2026-07-03
1916,Smart Watch,5,6097.75,19,East,2026-07-04
1917,Laptop,4,2963.6,60,West,2026-07-05
1918,Smart Watch,3,4483.14,55,West,2026-07-06
1919,Smart Watch,8,1089.84,57,South,2026-07-07
1921,Laptop,4,3913.16,67,North,2026-07-09
1925,External SSD,4,1685.08,45,East,2026-07-13
1927,Smartphone,9,13128.48,51,West,2026-07-15
1928,Keyboard,7,2590.56,39,East,2026-07-16
1929,Keyboard,10,11143.4,28,East,2026-07-17
1930,Monitor,7,8090.32,30,South,2026-07-18
1931,Keyboard,7,9781.94,21,West,2026-07-19
1933,Bluetooth Speaker,1,1314.47,24,West,2026-07-21
1934,Wireless Headphones,10,8144.8,60,East,2026-07-22
1935,Monitor,10,9671.9,41,West,2026-07-23
1936,Wireless Headphones,8,7875.84,21,North,2026-07-24
1937,Mouse,4,4954.84,45,North,2026-07-25
1938,Wireless Headphones,4,2133.76,32,South,2026-07-26
1939,Wireless Headphones,4,4451.68,18,North,2026-07-27
1940,Monitor,6,4898.64,20,North,2026-07-28
1941,Smartphone,7,8402.94,31,West,2026-07-29
1942,Smart Watch,6,8917.74,55,West,2026-07-30
1944,Keyboard,8,11937.92,18,South,2026-08-01
1945,Laptop,10,1802.3,55,West,2026-08-02
1948,Bluetooth Speaker,6,3273.4800000000005,65,West,2026-08-05
1949,Bluetooth Speaker,5,4838.55,46,South,2026-08-06
1952,Laptop,10,14087.8,27,East,2026-08-09
1953,Keyboard,9,11176.11,45,East,2026-08-10
1954,External SSD,10,12233.2,38,East,2026-08-11
1955,Tablet,8,10659.36,67,East,2026-08-12
1956,Wireless Headphones,10,10650.5,24,North,2026-08-13
1957,Tablet,9,1812.51,20,North,2026-08-14
1958,Monitor,10,6287.0,62,West,2026-08-15
1959,Tablet,8,8788.56,64,South,2026-08-16
1960,Bluetooth Speaker,8,3651.84,37,North,2026-08-17
1961,Mouse,1,1046.74,36,North,2026-08-18
1963,Smart Watch,5,2469.5,21,West,2026-08-20
1964,Monitor,4,3384.96,22,East,2026-08-21
1965,Wireless Headphones,2,1933.06,18,West,2026-08-22
1966,Tablet,8,7093.68,21,South,2026-08-23
1967,Bluetooth Speaker,3,3185.25,29,South,2026-08-24
1969,External SSD,7,1374.52,59,South,2026-08-26
1970,Smart Watch,10,13099.7,40,North,2026-08-27
1971,External SSD,9,9346.86,42,North,2026-08-28
1973,Bluetooth Speaker,3,3813.03,69,East,2026-08-30
1974,Bluetooth Speaker,4,1604.96,41,South,2026-08-31
1975,Tablet,10,7434.8,42,West,2026-09-01
1977,Tablet,7,7557.620000000001,63,North,2026-09-03
1978,Keyboard,2,2033.88,49,East,2026-09-04
1979,Keyboard,5,1780.5500000000002,49,East,2026-09-05
1980,Smart Watch,1,1301.93,22,East,2026-09-06
1981,Tablet,3,1895.67,53,West,2026-09-07
1984,Laptop,7,3051.58,66,East,2026-09-10
1987,External SSD,6,7627.38,33,West,2026-09-13
1988,Smart Watch,5,4230.1,50,East,2026-09-14
1989,Tablet,3,1103.85,66,East,2026-09-15
1991,Keyboard,10,3612.1,26,East,2026-09-17
1992,Bluetooth Speaker,9,5880.42,23,North,2026-09-18
1993,Bluetooth Speaker,9,10362.96,68,South,2026-09-19
1994,Keyboard,9,2901.33,62,East,2026-09-20
1995,Monitor,2,2187.4,52,West,2026-09-21
1996,External SSD,3,3921.15,56,South,2026-09-22
1997,External SSD,7,4957.54,39,West,2026-09-23
1998,Keyboard,5,6205.4,58,South,2026-09-24
1999,Smartphone,2,1708.5,22,South,2026-09-25
2000,Mouse,3,2921.34,59,East,2026-09-26
